Ri05_06_001|士道！　戻ってこれたの
Ku05_05_018|規模が違いすぎて、危うく見落とすところだったけどね。　思いつきで試してみたらぴったり一致したの
Ku05_05_019|結界とモニュメント、二つの存在は密接に関係しているわ。　要するにね、結界もモニュメントも『ガーディアン』も、　全部根源は同じである可能性が極めて高いのよ
Ku05_05_020|これが指し示す答え――あのモニュメントは結界を支える足場に　間違いないわ
Ku05_05_021|それで上手く行くならもうやってるわよ。　残念ながら、これはそんな簡単な話じゃないわ
Ku05_05_022|…………勘がいいわね、その通りよ。　この天宮市のどこかに、あのモニュメントのように擬態化してる　別の[要*かなめ]があるはず
Ku05_05_023|ええ、まだまだ先は長いわ。けどね士道、それを調べるのはこっ　ちの仕事よ。士道はデートを優先してちょうだい
Ku05_05_024|もちろん、何か気が付いたことがあったら報告して。　でも、それ以上はダメよ……わかった？
Ku05_05_025|解析がうまく進んで、『敵』の根城もわかってくれれば楽なんだ　けど……
Ku05_05_026|それを作った親玉のことよ。結界で私たちを閉じ込めておきた　がってる何者か……って、もうこの話は終わり！　あなたはあなたのするべきことをしなさい！
Ku05_05_027|念押ししておくけど、今のあなたは不死身じゃない。絶対に無茶　はしないでちょうだい
Ku05_05_028|本当……心配で令音より寝不足になりそうだわ……
Ku05_05_029|な、なんでもないわよ！
Ori05_05_091|……士道
Ori05_05_092|士道、起きなさい
Ori05_05_093|報告があるの。朝食前に少し時間もらうわよ
Ori05_05_094|その両方よ
Ori05_05_095|士道と折紙があのモニュメントに近づいた時、それを妨害するか　のように奴は現れたんでしょ？
Ori05_05_096|ならそれは、セットで考えた方が自然じゃないの
Ori05_05_097|断定するには材料が少なすぎるわ。　けど……現状の観測数値の記録だけで言えば、　精霊として認識されてるわね
Ori05_05_098|実際は、似て非なるものという感じかしらね……
Ori05_05_099|数値上は精霊のそれに限りなく近い存在だけど……対象の反応や　動きが、士道の報告通りなら、十香たちのような自由意思のある　精霊とは別種の存在ってことよ
Ori05_05_100|……士道の脳が、アザミウミタマゴバチより少なかったとしても、　それぐらいの想像力は持っててほしいわね。人として
Ori05_05_101|――もういいわ。とにかく、霊力で生成された存在であることは　間違いない。　士道から聞いた状況から考えるに……
Ori05_05_102|そうね、ゲーム的に言うと、『ゴーレム』とか、『ガーディアン』　とか……そんな感じね
Ori05_05_103|士道、それは自分の状況をちゃんと理解してから言うべきだって　わかる？
Ori05_05_104|士道の話を信じるなら、恐らく……その――『ガーディアン』は　防衛用なのよ
Ori05_05_105|――つまり、あのモニュメントはそうまでして守る必要があるっ　てこと
Ori05_05_106|ええ、そこまではさすがにね。　だけど……少なくとも、結界に関わってそうなのは確かよ
Ori05_05_107|試しに士道から報告のあった時間帯に絞って、モニュメント周辺　の霊波パターンを解析してみたの
Ori05_05_108|あのモニュメントから微弱に出ている霊波パターンの波形……天　宮市を包む広域結界と重なるのよ
Ori05_05_109|規模が違いすぎて、危うく見落とすところだったけどね。　思いつきで試してみたらぴったり一致したの
Ori05_05_110|結界とモニュメント、二つの存在は密接に関係しているわ。　要するにね、結界もモニュメントも『ガーディアン』も、　全部根源は同じである可能性が極めて高いのよ
Ori05_05_111|これが指し示す答え――あのモニュメントは、結界を支える足場　に間違いないわ
Ori05_05_112|それで上手く行くならもうやってるわよ。　残念ながら、これはそんな簡単な話じゃないわ
Ori05_05_113|…………あら、察しがいいわね。槍でも降るんじゃないかしら？
Ori05_05_114|いい？　この天宮市のどこかに、あのモニュメントのように擬態　化してる別の[要*かなめ]があるはず
Ori05_05_115|ええ、まだまだ先は長いわ。けどね士道、それを調べるのはこっ　ちの仕事よ。士道はデートを優先してちょうだい
Ori05_05_116|もちろん、何か気が付いたことがあったら報告して。　でも、それ以上はダメよ……わかった？
Ori05_05_117|解析がうまく進んで、『敵』の根城もわかってくれれば楽なんだ　けど……
Ori05_05_118|それを作った親玉のことよ。結界で私たちを閉じ込めておきた　がってる何者か……
Ori05_05_119|……ん？　ああ、あの女の話してた仮説の件ね。確かに、『敵』　の目的を推測するためには必要な手順だけど……
Ori05_05_120|どんな仮説であれ、私たちが閉じ込められてるって事実は変わら　ないわ
Ori05_05_121|誰かを殺すためにしろ、自分を守るためにしろ、私たち精霊を閉　じ込めておくためにしろ……その何者かは、今、この結界を破っ　てはほしくはない――それも確か
Ori05_05_122|結界に近づく者、破ろうとする者には容赦なく牙をむく。それは、　モニュメントを調べにいって襲われた時ハッキリしたでしょ？
Ori05_05_123|……わからないのは、モニュメントで検知した霊波パターンが、　二重に存在してたってこと……
Ori05_05_124|結界は一つじゃないのかも……
Ori05_05_125|霊波の数値だけを追ってたら、気が付けなかったと思うけど……　生成された霊波のベクトルパターンのレイヤーだけで解析すると、　同じ力の強さで真逆の方向に働いてる霊力が存在するの
Ori05_05_126|初めは観測機のエラーも疑ってみたけど……。　令音の解析結果だから間違いはないわ
Ori05_05_127|その必要はないわ。もうこの話は終わり！　あなたはあなたのするべきことをしなさい
Ori05_05_128|念押ししておくけど、今のあなたは不死身じゃない。　絶対に無茶はしないでちょうだい
Ori05_05_129|本当……心配で令音より寝不足になりそうだわ……
Ori05_05_130|な、なんでもないわよ！
Ori05_05_131|……あの取水塔も結界の[要*かなめ]だったみたいね。　ＡＳＴもたまには役に立ってくれるじゃない
Ori05_05_132|……鳶一折紙を追っていったらしいわね？　こっちに連絡しても、結局一人で動いたら意味がないでしょ？
Ori05_05_133|ふん、士道お得意の結果オーライってわけ
Ori05_05_134|……ま、無事だったわけだし、今回だけは大目に見てあげる
Ori05_05_135|今、二点の[要*かなめ]のデータを中心に令音に分析してもらってるの。　他の仮想位置を割り出せれば……結界の中心点がわかるわ。　おそらく、そこが『敵』の本拠地
Ori05_05_136|こっちは分析を進めるから、士道はデートを続けて。　今暴走でも起きて、天宮市自体が崩壊するようなことになったら、　今まで調べてきたことも全部無駄になるわ
Ri05_05_001|間一髪だったわね。まったく、冷や冷やさせないでよ！
Ri05_05_002|十香の言う通りよ、士道。結界の影響下にいる限り、　精霊たちの暴走の危険も消えないわ！
Ri05_05_003|まったく、こういうときだけ頑固なんだから！
Ri05_05_004|十香の言う通り、これ以上は危険よ！
Ri05_05_005|士道は私を選んでくれた？　……この記憶は……
Ri05_05_006|へー、随分大見得切るじゃない
Ri05_05_007|く――ッ！？
To05_05_001|……士道
To05_05_002|士道、起きなさい
To05_05_003|報告があるの。朝食前に少し時間もらうわよ
To05_05_004|どっちかじゃないわ。両方よ
