Ri01_06_001|心配したぞシドー！　大事はなかったか？
To01_07_002|む？　私がシドーの誘いを断るわけがない。　シドーとのデェトはどこに行っても楽しいからな！
To01_07_003|それで、今日はどこへ行くのだ？　また商店街でうまいものか？
To01_07_004|ふむ……私はシドーと一緒ならどこでもいいぞ？
To01_07_005|ん？
To01_07_006|おお！　切り身ではない魚がたくさん泳いでいたところか！？
To01_07_007|ん……あの日はなんというか……すごく寂しかったのだ……
To01_07_008|あ、謝らなくてもいい……お腹の具合が悪かったのだろう？
To01_07_009|ん、私もシドーと行きたいぞ！
To01_07_010|シドー……？
To01_07_011|そ、そうではない！　今日の水族館はその……。　どこにも行ったりしないのだな？
To01_07_012|そ、そうか！　ならばよいのだ！
To01_07_013|うむ！
To01_07_014|何をキョロキョロしているのだシドー？　探し物か？
To01_07_015|ん、そうか……では――
To01_07_016|こう人が多くてははぐれてしまいかねんからな。　こうしていれば大丈夫だろう？
To01_07_017|うむ、では行くか！
To01_07_018|ん？　そんなにまじまじと見て、どうかしたのか？
To01_07_019|うむ！　楽しみだ！
To01_07_020|シドー！　いよいよその、ショーというヤツが始まるのだな！
To01_07_021|『おしどりふーふ』？　なんだそれは？
To01_07_022|う、うむ！　好きな者同士がずっと一緒にいることを誓って　暮らすことであろう？
To01_07_023|ぬ！　そ、そうか……ならばシドーと――
To01_07_024|おお！　妙なのがヨチヨチ歩いてきたぞ！？
To01_07_025|わははは！　おいシドー！　なかなか間抜けな生き物だな、ぺんぎんというやつは！
To01_07_026|ん！　た、確かにそうだな……！
To01_07_027|ん、滑り台はできるのか！？
To01_07_028|な、なあ、シドー……？
To01_07_029|わ、私も『おしどりふーふ』という奴になれるのだろうか？
To01_07_030|私は、この先もずっと……し、シドーと一緒にいたい。　……駄目か？
To01_07_031|お……おお！　また始まったぞシドー！
To01_07_032|ぬう！　すごいなシドー！　イルカは人の言葉がわかるのか！？
To01_07_033|なるほど……そうなのか！　それにしてもたいしたものだな！
To01_07_034|シドー、『カッパ』とはなんだ？
To01_07_035|ん、そうか。私たちは身に着けてないが大丈夫なのか？
To01_07_036|おおっ！？
To01_07_037|ぬぅ……っ！？
To01_07_038|………………ん？
To01_07_039|……はは……ははははははははっ！　これは面白いなシドー！　あっという間に濡れねずみにされてしまったぞ！？
To01_07_040|ぬ！？　し、ししし、シドー！　ど、どこを見ているのだ！？
To01_07_041|ほ、本当か！？
To01_07_042|んんッ！
To01_07_043|…………？
To01_07_044|……わははははははははははっ！　またやられてしまったぞ！　ショーというのは、油断ならぬものだな！
To01_07_045|――っ！　み、みみみ、見るなシドー！？
To01_07_046|む、むう……っ！
To01_07_047|んぬっ！？
To01_07_048|……………………？
To01_07_049|む！　シドー！　なにがおかしいのだ！？
To01_07_050|ん？　これが当たりなのか！？
To01_07_051|ぬう……確かにざっぱーんとやられるのは面白いな……！　早く次のざっぱーんが来ないか、楽しみになってくるな！
To01_07_052|ど、どういう意味だ！？
To01_07_053|こらシドー！　笑うな！　私だって好きで濡れたわけではな――
To01_07_054|――へ、へくちッ……！
To01_07_055|ぷははははははは……ッ！
To01_07_056|……ん、なんだ？
To01_07_057|うむ……
To01_07_058|ん……？
To01_07_059|……し、シドー？
To01_07_091|連絡……？
To01_07_092|ん、どうしたシドー？　浮かぬ顔をして
To01_07_093|ん……？　なぜだ？
To01_07_094|うむ……
To01_07_095|行こう、シドー
To01_07_096|何とかしなければ、こうしてもおれぬのだろう？
To01_07_097|なら、私は戦おう。私自身と……シドーのために
To01_07_098|うむ！　行こう！
To01_07_099|シドー、妙に人気がないな……？
To01_07_100|シドー……敵に感づかれたかもしれん。　それでも正面から行くのか？
To01_07_101|はは！　シドーはやはりシドーだな？
To01_07_102|何でもない！　では行くぞ！
To01_07_103|誰だ……おまえは……？
To01_07_104|こやつは……精霊、なのか……？　本当に……私たちと、同じ？
To01_07_105|シドー、下がれ！！
To01_07_106|く、このままでは……！
To01_07_107|押し切られる……ッ！！
To01_07_108|ぐああぁぁぁっ！
To01_07_060|ん、琴里から連絡が来たのではないのか？
To01_07_061|そうか。なら良いのだが
To01_07_062|ん……？
To01_07_063|……っ！　わ、私は、その……大食いだぞ？
To01_07_064|私は、まだまだ知らないことばかりで……迷惑もたくさんかける。　それでもか？
To01_07_065|し、しかし私は……普通の人間ではないのだぞ？　暴走だってするかもしれない……それでも……
To01_07_066|……！
To01_07_068|――んぐっ！
To01_07_069|……ぃ……い……
To01_07_070|――へくしゅッ！
To01_07_071|ぷはははははははっ！
To01_07_072|シドー！　私はずっとシドーの傍にいるぞ！　私とシドーは、さっきのペンギンと同じ……ええっと……
To01_07_073|そうだ！　『おしどりふーふ』になるのだ！
To01_07_074|へくしゅ……ッ！
To01_07_075|うむ！　そうだな！　わははははははっ！
To01_07_076|任せろシドー。私は剣の取り扱いなら一級品だぞ？
To01_07_077|うむっ！　あはははは！
To01_07_078|楽しいな、シドー
To01_07_079|嬉しいな、シドー
To01_07_080|シドー……？
To01_07_081|呼んでみただけだ……ふふ
To01_07_082|なんだ、シドー？
To01_07_083|そうか。なら……シドー？
To01_07_084|――愛しているぞ！
To01_07_085|うむ！
To01_07_086|ん、なんだ？
To01_07_087|うむ、任せろ！　私も不束者だが、よろしく頼むぞ？
To01_07_088|む！　また私の真似をしたな？
To01_07_089|だ、駄目ではないが……
To01_07_090|うむ！　私とシドーはずーっと一緒だ！　離れろと言われても、離れてはやらんからな！
K01_00_001|し、シドー……ッ！？
K01_00_002|し、シドー……に、逃げろ……ッ！
K01_00_003|き、来てはダメだ……一緒にいては……シドーまで……
K01_00_004|シドー……！　おまえを……こ……したく……ない――ッ！
K01_00_005|シ――、ドー……ッ！
K01_00_006|シドォォォオオオオオーーーーーーーーーーーーッ！！
K01_00_007|シ、ドー……？
K01_00_008|シドー！　シドー！　シドー……ッ！
K01_00_009|ぬ！？　す、すまんシドー……ッ！
K01_00_010|どうしたのだシドー？　やはりまだ……体調が優れぬのか？
K01_00_011|……こ、こういうときは――ふむ、なるほど……
K01_00_012|よ、よし……！　し、シドー！　そこでじっとしていろ！
K01_00_013|いいから動いてはならん！　シドーを治すためには……そ、添い　寝が必要なのだろう？
K01_00_014|ん、どうしたのだ？
K01_00_015|ん？　シドーは具合が悪いのではないのか？
K01_00_016|な、ならばやはり体を温めねば！　温める大事！　超大事！
K01_00_017|温めるなら抱き合わなければならないのだ！　……は、裸で……
K01_00_018|な、なぜ拒むのだ、シドー……。　私ではシドーを温めることもできない、そう言いたいのか……
K01_00_019|シドーではない……私のせいなのだ。すまない……
K01_00_020|な……！　まさかシドー、覚えていないのか？
K01_00_021|そ、そうなのか！？　しかし、さっきは添い寝をした方が早くよくなると琴里が言って　いたではないか
K01_00_022|ぬ！　し、シドーが早くよくなるなら私は――
K01_00_023|シドー……本当か？
K01_00_024|……ぬぅ……
K01_00_025|いや、なんでもない。シドーが大丈夫ならよかったのだ！
K01_00_026|ああ、心配いらないらしいぞ！　頭以外は！
K01_00_027|ん？
K01_00_028|シドー……おまえは私を助けようとしてくれたのだ……暴走した　私を――
K01_00_029|し、シドー……に、逃げろ……ッ！
K01_00_030|き、来てはダメだ……一緒にいては……シドーまで……
K01_00_031|シドー……！　おまえを……こ……したく……ない――ッ！
K01_00_032|シドォォォオオオオオーーーーーーーーーーーーッ！！
K01_00_033|シドー……
K01_00_034|もしも、シドーが死んだら……シドーと一緒にいられなくなった　ら……それは、とても……とても悲しいぞ……！
K01_00_035|……ぬぅ…………
K01_00_036|シドー！
K01_00_037|また、シドーと一緒……
K01_00_038|……うむ、それは――あれだ、いいと思うぞ！　四糸乃も一緒だしな！
K01_00_039|ふふふ……シドー！
K01_00_040|また世話になる。よろしく頼むぞ！
K01_00_041|うむ！
K01_00_042|本当か！？　あ、そうだな……あ、じゃあ、きゃびあとふぉあぐ　らというやつはどうだ？　この前テレビで見たのだが、絶品らしい！
K01_00_043|ぬ、そうなのか……なら何が良いのだろうな……
K01_00_044|ん？
K01_00_045|う、うむ！　任せてくれ！　……それで、どうすれば良いのだ？
